Arduino to MATLAB PPM Reader; by Gabriel Staples; 3 April 2014
Note: all of the channel PPM values read in by the Arduino are one or more loop iterations old; ex (if we are only preloading the serial buffer with ONE data packet): the PPM values that the Arduino is grabbing this loop will not be read into MATLAB until the next loop; and the PPM values being recorded this loop are the values the Arduino grabbed during the previous loop.

1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,
packet_num(-), Arduino time stamp--t(ms), PPM_gap, PPM_pd(us),PPM_freq(Hz), t_since_interrupt(ms), Tx_on(-),Bytes_avail_in_MATLAB_serial_buffer, Bad_packet_cnt,Ch1(us), Ch2(us), Ch3(us), Ch4(us), Ch5(us), Ch6(us), Ch7(us), Ch8(us)
1.0000,23.0000,11004.0000,11586.0000,86.0000,1.0000,1.0000,42.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.0000,66.0000,11003.0000,22550.0000,44.0000,0.0000,1.0000,42.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.0000,1260.0000,11004.0000,22550.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.0000,1903.0000,11004.0000,22552.0000,44.0000,9.0000,1.0000,42.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5.0000,2457.0000,11004.0000,22553.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6.0000,3059.0000,11004.0000,22550.0000,44.0000,0.0000,1.0000,42.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7.0000,3786.0000,11004.0000,22552.0000,44.0000,1.0000,1.0000,42.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8.0000,4508.0000,11004.0000,22550.0000,44.0000,0.0000,1.0000,42.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9.0000,5228.0000,11004.0000,22551.0000,44.0000,1.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10.0000,5732.0000,11004.0000,22552.0000,44.0000,4.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11.0000,6293.0000,11004.0000,22551.0000,44.0000,2.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12.0000,6693.0000,11004.0000,22552.0000,44.0000,1.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
13.0000,7068.0000,11004.0000,22550.0000,44.0000,10.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14.0000,7564.0000,11002.0000,22551.0000,44.0000,9.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
15.0000,7980.0000,11004.0000,22553.0000,44.0000,1.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
16.0000,8357.0000,11004.0000,22550.0000,44.0000,1.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
17.0000,8718.0000,11004.0000,22550.0000,44.0000,1.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
18.0000,9092.0000,11004.0000,22552.0000,44.0000,4.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
19.0000,9477.0000,11003.0000,22550.0000,44.0000,5.0000,1.0000,42.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
20.0000,9888.0000,11003.0000,22550.0000,44.0000,0.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
21.0000,10237.0000,11004.0000,22551.0000,44.0000,1.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
22.0000,10594.0000,11004.0000,22552.0000,44.0000,0.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
23.0000,10989.0000,11003.0000,22550.0000,44.0000,7.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
24.0000,11395.0000,11003.0000,22552.0000,44.0000,7.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
25.0000,11809.0000,11003.0000,22552.0000,44.0000,0.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
26.0000,12231.0000,11004.0000,22550.0000,44.0000,9.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
27.0000,12657.0000,11004.0000,22549.0000,44.0000,6.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
28.0000,13063.0000,11005.0000,22553.0000,44.0000,6.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
29.0000,13455.0000,11004.0000,22551.0000,44.0000,0.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
30.0000,13811.0000,11004.0000,22553.0000,44.0000,10.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
31.0000,14202.0000,11004.0000,22552.0000,44.0000,0.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
32.0000,14574.0000,11004.0000,22551.0000,44.0000,6.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
33.0000,14927.0000,11004.0000,22553.0000,44.0000,0.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
34.0000,15278.0000,11004.0000,22552.0000,44.0000,12.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
35.0000,15680.0000,11003.0000,22551.0000,44.0000,7.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
36.0000,16041.0000,11003.0000,22550.0000,44.0000,8.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
37.0000,16402.0000,11004.0000,22551.0000,44.0000,7.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
38.0000,16757.0000,11004.0000,22551.0000,44.0000,2.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
39.0000,17129.0000,11003.0000,22550.0000,44.0000,0.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
40.0000,17532.0000,11004.0000,22551.0000,44.0000,10.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
41.0000,17947.0000,11004.0000,22554.0000,44.0000,0.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
42.0000,18360.0000,11004.0000,22550.0000,44.0000,3.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
43.0000,18774.0000,11005.0000,22556.0000,44.0000,0.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
44.0000,19179.0000,11003.0000,22550.0000,44.0000,11.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
45.0000,19590.0000,11004.0000,22553.0000,44.0000,0.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
46.0000,20003.0000,11004.0000,22551.0000,44.0000,1.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
47.0000,20422.0000,11003.0000,22550.0000,44.0000,1.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
48.0000,20809.0000,11004.0000,22550.0000,44.0000,1.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
49.0000,21202.0000,11004.0000,22552.0000,44.0000,4.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
50.0000,21594.0000,11003.0000,22550.0000,44.0000,1.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
51.0000,21988.0000,11003.0000,22551.0000,44.0000,1.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
52.0000,22393.0000,11003.0000,22550.0000,44.0000,0.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
53.0000,22790.0000,11004.0000,22553.0000,44.0000,1.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
54.0000,23185.0000,11003.0000,22551.0000,44.0000,2.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
55.0000,23579.0000,11004.0000,22551.0000,44.0000,1.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
56.0000,23961.0000,11003.0000,22549.0000,44.0000,1.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
57.0000,24354.0000,11004.0000,22553.0000,44.0000,1.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
58.0000,24751.0000,11004.0000,22552.0000,44.0000,0.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
59.0000,25140.0000,11004.0000,22550.0000,44.0000,1.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
60.0000,25540.0000,11004.0000,22552.0000,44.0000,0.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
61.0000,25927.0000,11004.0000,22551.0000,44.0000,1.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
62.0000,26323.0000,11004.0000,22550.0000,44.0000,6.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
63.0000,26715.0000,11004.0000,22550.0000,44.0000,0.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
64.0000,27106.0000,11004.0000,22553.0000,44.0000,1.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
65.0000,27505.0000,11004.0000,22551.0000,44.0000,0.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
66.0000,27902.0000,11004.0000,22552.0000,44.0000,7.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
67.0000,28292.0000,11004.0000,22551.0000,44.0000,2.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
68.0000,28693.0000,11004.0000,22555.0000,44.0000,8.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
69.0000,29138.0000,10999.0000,22552.0000,44.0000,2.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
70.0000,29580.0000,11004.0000,22551.0000,44.0000,0.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
71.0000,30056.0000,11004.0000,22551.0000,44.0000,0.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
72.0000,30508.0000,11004.0000,22552.0000,44.0000,0.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
73.0000,30948.0000,11004.0000,22549.0000,44.0000,8.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
74.0000,31340.0000,11004.0000,22553.0000,44.0000,0.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
75.0000,31779.0000,11006.0000,22551.0000,44.0000,5.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
76.0000,32224.0000,11004.0000,22552.0000,44.0000,1.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
77.0000,32659.0000,11004.0000,22549.0000,44.0000,5.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
78.0000,33108.0000,11007.0000,22553.0000,44.0000,3.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
79.0000,33563.0000,11003.0000,22550.0000,44.0000,7.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
80.0000,34011.0000,11004.0000,22551.0000,44.0000,4.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
81.0000,34453.0000,11004.0000,22550.0000,44.0000,1.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
82.0000,34896.0000,11004.0000,22552.0000,44.0000,10.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
83.0000,35338.0000,11001.0000,22550.0000,44.0000,0.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
84.0000,35778.0000,11004.0000,22551.0000,44.0000,1.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
85.0000,36216.0000,11003.0000,22554.0000,44.0000,1.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
86.0000,36694.0000,11003.0000,22549.0000,44.0000,4.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
87.0000,37143.0000,11003.0000,22550.0000,44.0000,1.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
88.0000,37582.0000,11003.0000,22556.0000,44.0000,1.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
89.0000,38032.0000,11006.0000,22555.0000,44.0000,10.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
90.0000,38474.0000,11003.0000,22551.0000,44.0000,2.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
91.0000,38915.0000,11003.0000,22552.0000,44.0000,0.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
92.0000,39358.0000,11003.0000,22550.0000,44.0000,6.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
93.0000,39794.0000,11006.0000,22552.0000,44.0000,0.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
94.0000,40242.0000,11004.0000,22551.0000,44.0000,11.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
95.0000,40693.0000,11004.0000,22551.0000,44.0000,0.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
96.0000,41175.0000,11004.0000,22550.0000,44.0000,1.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
97.0000,41663.0000,11003.0000,22551.0000,44.0000,11.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
98.0000,42153.0000,11004.0000,22547.0000,44.0000,5.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
99.0000,42678.0000,11003.0000,22550.0000,44.0000,11.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
100.0000,43219.0000,11008.0000,22556.0000,44.0000,0.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
101.0000,43736.0000,11003.0000,22552.0000,44.0000,10.0000,1.0000,0.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
102.0000,44256.0000,11004.0000,22551.0000,44.0000,10.0000,1.0000,42.0000,0.0000,1505.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
